Reference Sequence	ARO Term	ARO Accession	Reference Model Type	Reference DB	Reference Allele Source	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Percent Coverage	Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Mate Pair Linkage	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
gb|NG_049909.1|+|1-1194|ARO:3006740|PDC-37	PDC-37	3006740	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas	3	0	3	8.29	99	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065922.1|+|1-1194|ARO:3006741|PDC-370	PDC-370	3006741	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.94	47	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065925.1|+|1-1194|ARO:3006744|PDC-373	PDC-373	3006744	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	8.21	98	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065930.1|+|1-1194|ARO:3006748|PDC-378	PDC-378	3006748	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065931.1|+|1-1176|ARO:3006749|PDC-379	PDC-379	3006749	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.74	44	0.00	*	1176	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049910.1|+|1-1194|ARO:3006750|PDC-38	PDC-38	3006750	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065933.1|+|1-1194|ARO:3006751|PDC-381	PDC-381	3006751	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_065935.1|+|1-1194|ARO:3006753|PDC-383	PDC-383	3006753	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049911.1|+|1-1194|ARO:3006759|PDC-39	PDC-39	3006759	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068031.1|+|1-1194|ARO:3006761|PDC-391	PDC-391	3006761	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068035.1|+|1-1194|ARO:3006764|PDC-395	PDC-395	3006764	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068036.1|+|1-1194|ARO:3006765|PDC-396	PDC-396	3006765	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	6.03	72	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068037.1|+|1-1194|ARO:3006766|PDC-397	PDC-397	3006766	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068186.1|+|1-1194|ARO:3006767|PDC-398	PDC-398	3006767	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049913.1|+|1-1194|ARO:3006769|PDC-40	PDC-40	3006769	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.60	43	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068188.1|+|1-1194|ARO:3006770|PDC-400	PDC-400	3006770	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068191.1|+|1-1194|ARO:3006773|PDC-403	PDC-403	3006773	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068192.1|+|1-1194|ARO:3006774|PDC-404	PDC-404	3006774	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068196.1|+|1-1194|ARO:3006778|PDC-408	PDC-408	3006778	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068197.1|+|1-1194|ARO:3006779|PDC-409	PDC-409	3006779	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068202.1|+|1-1194|ARO:3006783|PDC-414	PDC-414	3006783	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068205.1|+|1-1194|ARO:3006786|PDC-417	PDC-417	3006786	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.02	36	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068206.1|+|1-1137|ARO:3006787|PDC-418	PDC-418	3006787	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.61	41	0.00	*	1137	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_068207.1|+|1-1194|ARO:3006788|PDC-419	PDC-419	3006788	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	3.60	43	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049915.1|+|1-1194|ARO:3006789|PDC-42	PDC-42	3006789	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	4.94	59	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070194.1|+|1-1194|ARO:3006798|PDC-428	PDC-428	3006798	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070202.1|+|1-1194|ARO:3006805|PDC-436	PDC-436	3006805	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	4	0	4	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070205.1|+|1-1194|ARO:3006807|PDC-439	PDC-439	3006807	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	9.38	112	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070207.1|+|1-1194|ARO:3006809|PDC-441	PDC-441	3006809	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.94	47	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070209.1|+|1-1194|ARO:3006811|PDC-443	PDC-443	3006811	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070213.1|+|1-1194|ARO:3006815|PDC-447	PDC-447	3006815	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070216.1|+|1-1194|ARO:3006817|PDC-450	PDC-450	3006817	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070217.1|+|1-1194|ARO:3006818|PDC-451	PDC-451	3006818	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070227.1|+|1-1194|ARO:3006820|PDC-453	PDC-453	3006820	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070751.1|+|1-1194|ARO:3006823|PDC-456	PDC-456	3006823	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049919.1|+|1-1194|ARO:3006827|PDC-46	PDC-46	3006827	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_073478.1|+|1-1194|ARO:3006833|PDC-467	PDC-467	3006833	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_073479.1|+|1-1194|ARO:3006834|PDC-468	PDC-468	3006834	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_073481.1|+|1-1194|ARO:3006836|PDC-470	PDC-470	3006836	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.51	30	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_073491.1|+|1-1194|ARO:3006841|PDC-475	PDC-475	3006841	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049935.1|+|1-1194|ARO:3006844|PDC-60	PDC-60	3006844	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049939.1|+|1-1194|ARO:3006845|PDC-64	PDC-64	3006845	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	11	0	11	7.87	94	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049952.1|+|1-1194|ARO:3006848|PDC-95	PDC-95	3006848	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	20	0	20	8.71	104	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049953.1|+|1-1194|ARO:3006849|PDC-96	PDC-96	3006849	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049956.1|+|1-1194|ARO:3006852|PDC-99	PDC-99	3006852	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	72	0	72	4.94	59	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049975.1|+|101-988|ARO:3006979|RAHN-1	RAHN-1	3006979	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	1	0	1	6.31	56	0.00	*	888	RAHN beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_049984.2|+|101-1030|ARO:3006988|SGM-2	SGM-2	3006988	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	1	0	1	4.73	44	0.00	*	930	SGM beta-lactamase	carbapenem	antibiotic inactivation
gb|NG_070754.1|+|1-1137|ARO:3006853|SRT-3	SRT-3	3006853	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	17	0	17	22.52	256	11.76	*	1137	SRT beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_050144.1|+|101-1237|ARO:3006999|SST-1	SST-1	3006999	protein homolog model	CARD	CARD curation	no data	no data	Serratia marcescens	45	0	45	92.96	1057	22.78	*	1137	SST beta-lactamase	cephalosporin	antibiotic inactivation
gb|FJ768952.1|+|0-1488|ARO:3000237|TolC	TolC	3000237	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	7810	0	7810	44.96	669	29.35	*	1488	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux
gb|AE004091.2|+|4707534-4710624|ARO:3000808|MexI	MexI	3000808	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	96	0	96	55.76	1723	38.41	*	3090	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|CP001840.1|-|1610636-1613960|ARO:3003730|Bbif_ileS_MUP	Bifidobacterium bifidum ileS conferring resistance to mupirocin	3003730	protein homolog model	CARD	CARD curation	no data	no data	Bifidobacterium bifidum	3	0	3	4.90	163	38.33	*	3324	antibiotic-resistant isoleucyl-tRNA synthetase (ileS)	mupirocin-like antibiotic	antibiotic target alteration
gb|U00096.3|-|2306971-2308615|ARO:3003952|YojI	YojI	3003952	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	9	0	9	28.53	469	50.11	*	1644	ATP-binding cassette (ABC) antibiotic efflux pump	peptide antibiotic	antibiotic efflux
gb|KX531045.1|+|0-816|ARO:3003981|tetB(58)	tetB(58)	3003981	protein homolog model	CARD	CARD curation	no data	no data	Paenibacillus sp.	2	0	2	23.04	188	60.00	*	816	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
gb|NC_008618.1|-|1667063-1670624|ARO:3004480|Bado_rpoB_RIF	Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	3004480	protein homolog model	CARD	CARD curation	no data	no data	Bifidobacterium adolescentis	696	0	696	21.76	775	39.13	*	3561	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
gb|KF478993.1|-|6002-6704|ARO:3002930|vanR_in_vanO_cl	vanR gene in vanO cluster	3002930	protein homolog model	CARD	CARD curation	no data	no data	Rhodococcus hoagii	1	0	1	16.10	113	34.00	*	702	glycopeptide resistance gene cluster; vanR	glycopeptide antibiotic	antibiotic target alteration
gb|MW854031.1|+|0-1140|ARO:3007085|PRC-1	PRC-1	3007085	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas wenzhouensis	19	0	19	4.12	47	15.68	*	1140	PRC beta-lactamase	cephalosporin; penam	antibiotic inactivation
gb|M74049.1|+|342-2262|ARO:3007127|otr(A)S.liv	Streptomyces lividans otr(A)	3007127	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces lividans	1	0	1	5.42	104	33.00	*	1920	tetracycline-resistant ribosomal protection protein	tetracycline antibiotic	antibiotic target protection
gb|CP018074.1|+|518413-519844|ARO:3007209|Sven_rox	Streptomyces venezuelae rox	3007209	protein homolog model	CARD	CARD curation	no data	no data	Streptomyces venezuelae	1	0	1	2.87	41	59.00	*	1431	rifampin monooxygenase	rifamycin antibiotic	antibiotic inactivation
