Reference Sequence	ARO Term	ARO Accession	Reference Model Type	Reference DB	Reference Allele Source	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Percent Coverage	Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Mate Pair Linkage	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
gb|NG_056418.1|+|0-861|ARO:3005262|TEM-231	TEM-231	3005262	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	5	0	5	46.11	397	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|AJ011502.1|+|300-1425|ARO:3004122|Kpne_OmpK37	Klebsiella pneumoniae OmpK37	3004122	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	95	0	95	81.60	918	49.53	*	1125	General Bacterial Porin with reduced permeability to beta-lactams	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	reduced permeability to antibiotic
gb|KF048915.1|+|0-825|ARO:3001530|OXA-342	OXA-342	3001530	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	15.52	128	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|MG267386.1|+|23609-25229|ARO:3004517|MCR-7.1	MCR-7.1	3004517	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	13	0	13	3.09	50	58.46	*	1620	MCR phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
gb|NG_056107.1|+|1-1152|ARO:3006337|ADC-165	ADC-165	3006337	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	3	0	3	16.49	190	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_048621.1|+|1-1146|ARO:3001854|ACT-34	ACT-34	3001854	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	2	0	2	21.64	248	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_057581.1|+|0-861|ARO:3005264|TEM-233	TEM-233	3005264	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	6	0	6	46.69	402	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_065858.1|+|1-1152|ARO:3006365|ADC-196	ADC-196	3006365	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.11	151	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|CP000521.1|-|1557233-1558523|ARO:3004573|Abau_AbaF	Acinetobacter baumannii AbaF	3004573	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	12	0	12	78.14	1008	60.00	*	1290	major facilitator superfamily (MFS) antibiotic efflux pump	phosphonic acid antibiotic	antibiotic efflux
gb|CP001182.2|-|2255584-2256889|ARO:3004574|Abau_AbaQ	Acinetobacter baumannii AbaQ	3004574	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	7	0	7	31.88	416	57.57	*	1305	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
gb|FJ911554.1|+|176-1655|ARO:3004577|Abau_AmvA	Acinetobacter baumannii AmvA	3004577	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	363	0	363	100.00	1479	59.23	*	1479	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|AP006725.1|+|2483889-2484252|ARO:3004580|Kpne_KpnE	Klebsiella pneumoniae KpnE	3004580	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	14	0	14	100.00	363	57.50	*	363	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|AP006725.1|+|2484238-2484568|ARO:3004583|Kpne_KpnF	Klebsiella pneumoniae KpnF	3004583	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	2	0	2	24.24	80	47.00	*	330	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|ACWO01000051.1|+|22092-23265|ARO:3004588|Kpne_KpnG	Klebsiella pneumoniae KpnG	3004588	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella sp.	234	0	234	99.91	1172	43.44	*	1173	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux
gb|ASTU01000063.1|+|61248-62787|ARO:3004597|Kpne_KpnH	Klebsiella pneumoniae KpnH	3004597	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	323	0	323	82.46	1269	0.00	*	1539	major facilitator superfamily (MFS) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; penam; peptide antibiotic; penem	antibiotic efflux
gb|KF048918.1|+|0-825|ARO:3001533|OXA-345	OXA-345	3001533	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	18.30	151	0.00	*	825	OXA beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|AM743197.2|-|2076-2937|ARO:3001044|TEM-181	TEM-181	3001044	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	17	0	17	55.40	477	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|VAOQ01003483.1|+|0-339|ARO:3005040|YajC	YajC	3005040	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	66	0	66	54.57	185	58.61	*	339	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; oxazolidinone antibiotic; glycopeptide antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
gb|FO834906.1|-|2173974-2175099|ARO:3005044|OmpA	OmpA	3005044	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	883	0	883	98.58	1109	41.35	*	1125	General Bacterial Porin with reduced permeability to peptide antibiotics	peptide antibiotic	reduced permeability to antibiotic
gb|FO203501.1|+|5123640-5125365|ARO:3005047|eptB	eptB	3005047	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	131	0	131	100.00	1725	50.44	*	1725	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
gb|CP045110.1|-|521271-522372|ARO:3005051|LpsB	LpsB	3005051	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	467	0	467	100.00	1101	58.02	*	1101	Intrinsic peptide antibiotic resistant Lps	peptide antibiotic	reduced permeability to antibiotic
gb|FO834906.1|+|304977-306633|ARO:3005053|ArnT	ArnT	3005053	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	69	0	69	69.20	1146	45.13	*	1656	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
gb|CP007727.1|-|807206-809555|ARO:3005059|LptD	LptD	3005059	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	133	0	133	91.40	2147	44.78	*	2349	ATP-binding cassette (ABC) antibiotic efflux pump	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux
gb|AE004091.2|+|3450837-3451509|ARO:3005063|cprR	cprR	3005063	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	46	0	46	37.95	255	52.43	*	672	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration; antibiotic efflux
gb|AE004091.2|+|3451505-3452801|ARO:3005064|cprS	cprS	3005064	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	7	0	7	47.92	621	60.00	*	1296	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration; antibiotic efflux
gb|AF061757.1|+|834-1020|ARO:3005069|rsmA	rsmA	3005069	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	15	0	15	98.92	184	49.67	*	186	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
gb|MH211206.1|+|0-894|ARO:3005096|GPC-1	GPC-1	3005096	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	4.47	40	54.00	*	894	GPC beta-lactamase	carbapenem	antibiotic inactivation
gb|KJ949078.1|+|0-1194|ARO:3005124|PDC-63	PDC-63	3005124	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	6.28	75	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KJ949081.1|+|0-1194|ARO:3005126|PDC-66	PDC-66	3005126	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	2.68	32	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KJ949062.1|+|0-1194|ARO:3005128|PDC-47	PDC-47	3005128	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KJ949069.1|+|0-1194|ARO:3005135|PDC-54	PDC-54	3005135	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.69	44	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KJ949071.1|+|0-1194|ARO:3005140|PDC-56	PDC-56	3005140	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.10	37	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|KY285014.1|+|345-1491|ARO:3005150|PAC-1	PAC-1	3005150	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	3	0	3	3.05	35	39.33	*	1146	PAC beta-lactamase	cephalosporin	antibiotic inactivation
gb|NG_068038.1|+|0-861|ARO:3005259|TEM-228	TEM-228	3005259	protein homolog model	CARD	CARD curation	no data	no data	Neisseria gonorrhoeae	3	0	3	26.71	230	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|KJ949056.1|+|0-1194|ARO:3005157|PDC-41	PDC-41	3005157	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	4.94	59	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_056172.1|+|1-1152|ARO:3006341|ADC-169	ADC-169	3006341	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.11	151	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_056416.1|+|0-861|ARO:3005260|TEM-229	TEM-229	3005260	protein homolog model	CARD	CARD curation	no data	no data	Bacteria, Viruses,	44	0	44	78.05	672	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_056417.1|+|0-861|ARO:3005261|TEM-230	TEM-230	3005261	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	8.48	73	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_050059.1|+|0-861|ARO:3005237|SHV-1b-b	SHV-1b-b	3005237	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	17.54	151	0.00	*	861	SHV beta-lactamase	carbapenem; cephalosporin; penam	antibiotic inactivation
gb|MK248721.1|+|0-1152|ARO:3005244|ADC-181	ADC-181	3005244	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.11	151	0.00	*	1152	ADC beta-lactamase without carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_068215.1|+|100-961|ARO:3000877|TEM-5	TEM-5	3000877	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	13.82	119	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_068213.1|+|100-961|ARO:3000901|TEM-31	TEM-31	3000901	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	2	0	2	14.40	124	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_050261.1|+|100-961|ARO:3000902|TEM-32	TEM-32	3000902	protein homolog model	CARD	CARD curation	no data	no data	Shigella sonnei	4	0	4	34.26	295	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_052650.1|+|0-861|ARO:3000906|TEM-36	TEM-36	3000906	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_068214.1|+|100-961|ARO:3000907|TEM-37	TEM-37	3000907	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_065940.1|+|0-861|ARO:3000909|TEM-39	TEM-39	3000909	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_050243.1|+|100-961|ARO:3001387|TEM-210	TEM-210	3001387	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	2	0	2	22.65	195	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_050254.1|+|0-861|ARO:3005255|TEM-224	TEM-224	3005255	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella pneumoniae	1	0	1	15.56	134	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_052651.1|+|0-861|ARO:3005256|TEM-225	TEM-225	3005256	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	14.17	122	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_054684.1|+|0-861|ARO:3005257|TEM-226	TEM-226	3005257	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	1	0	1	17.54	151	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_059898.1|+|100-961|ARO:3005266|TEM-235	TEM-235	3005266	protein homolog model	CARD	CARD curation	no data	no data	mixed culture	8	0	8	70.27	605	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_061611.1|+|0-861|ARO:3005267|TEM-236	TEM-236	3005267	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	6	0	6	57.03	491	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_062250.1|+|100-961|ARO:3005268|TEM-237	TEM-237	3005268	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	5	0	5	58.19	501	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_066544.1|+|0-861|ARO:3005270|TEM-240	TEM-240	3005270	protein homolog model	CARD	CARD curation	no data	no data	Klebsiella variicola	5	0	5	52.50	452	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_065938.1|+|0-861|ARO:3005271|TEM-241	TEM-241	3005271	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	2	0	2	23.69	204	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_065939.1|+|0-861|ARO:3005272|TEM-242	TEM-242	3005272	protein homolog model	CARD	CARD curation	no data	no data	Providencia stuartii	4	0	4	47.50	409	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_071226.1|+|0-861|ARO:3005273|TEM-243	TEM-243	3005273	protein homolog model	CARD	CARD curation	no data	no data	Escherichia coli	3	0	3	40.42	348	0.00	*	861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
gb|NG_049890.1|+|0-1194|ARO:3005292|PDC-19b	PDC-19b	3005292	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	27	0	27	4.02	48	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049889.1|+|0-1194|ARO:3005295|PDC-19a	PDC-19a	3005295	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas	2	0	2	16.08	192	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_060563.1|+|0-1185|ARO:3005298|PDC-293	PDC-293	3005298	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.54	42	0.00	*	1185	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_061625.1|+|0-1194|ARO:3005301|PDC-306	PDC-306	3005301	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_049871.1|+|0-1194|ARO:3005305|PDC-104	PDC-104	3005305	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	2.68	32	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_070215.1|+|0-1194|ARO:3005313|PDC-449	PDC-449	3005313	protein homolog model	CARD	CARD curation	no data	no data	Pseudomonas aeruginosa	1	0	1	3.43	41	0.00	*	1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
gb|NG_050711.1|+|1-1146|ARO:3006243|ACT-48	ACT-48	3006243	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter	1	0	1	13.18	151	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_055522.1|+|1-1146|ARO:3006248|ACT-53	ACT-53	3006248	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	2	0	2	24.26	278	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_061418.1|+|1-1146|ARO:3006252|ACT-57	ACT-57	3006252	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	6	0	6	35.51	407	0.50	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_061419.1|+|3-1148|ARO:3006253|ACT-58	ACT-58	3006253	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	4	0	4	30.54	350	1.50	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_061387.1|+|1-1146|ARO:3006256|ACT-61	ACT-61	3006256	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter hormaechei	1	0	1	13.18	151	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_061388.1|+|1-1146|ARO:3006257|ACT-62	ACT-62	3006257	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	46	0	46	72.25	828	21.46	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_061406.1|+|1-1146|ARO:3006258|ACT-63	ACT-63	3006258	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	1	0	1	3.75	43	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_064668.1|+|1-1146|ARO:3006263|ACT-68	ACT-68	3006263	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter asburiae	9	0	9	23.47	269	1.22	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_065856.1|+|1-1146|ARO:3006265|ACT-70	ACT-70	3006265	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	2	0	2	15.27	175	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_066689.2|+|1-1146|ARO:3006267|ACT-73	ACT-73	3006267	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter cloacae	2	0	2	13.18	151	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_067977.1|+|1-1146|ARO:3006277|ACT-83	ACT-83	3006277	protein homolog model	CARD	CARD curation	no data	no data	Enterobacter hormaechei	1	0	1	5.85	67	0.00	*	1146	ACT beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
gb|NG_051444.1|+|1-1152|ARO:3006285|ADC-105	ADC-105	3006285	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	3.91	45	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_051446.1|+|1-1152|ARO:3006287|ADC-107	ADC-107	3006287	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.11	151	36.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_064676.1|+|101-1252|ARO:3006295|ADC-117	ADC-117	3006295	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	6	0	6	16.84	194	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_064678.1|+|101-1252|ARO:3006297|ADC-120	ADC-120	3006297	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	2	0	2	8.85	102	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_064679.1|+|101-1252|ARO:3006298|ADC-121	ADC-121	3006298	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.11	151	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_064681.1|+|101-1252|ARO:3006300|ADC-123	ADC-123	3006300	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	2	0	2	26.22	302	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_064686.1|+|101-1252|ARO:3006305|ADC-130	ADC-130	3006305	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter	13	0	13	27.43	316	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_064687.1|+|101-1252|ARO:3006306|ADC-131	ADC-131	3006306	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter nosocomialis	1	0	1	10.50	121	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_064691.1|+|101-1252|ARO:3006310|ADC-135	ADC-135	3006310	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter	5	0	5	3.82	44	12.40	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_064703.1|+|101-1252|ARO:3006322|ADC-148	ADC-148	3006322	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter nosocomialis	2	0	2	18.84	217	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_054996.1|+|1-1152|ARO:3006328|ADC-154	ADC-154	3006328	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.11	151	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_066485.1|+|1-1152|ARO:3006374|ADC-205	ADC-205	3006374	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter calcoaceticus	13	0	13	17.01	196	0.62	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_066487.1|+|1-1152|ARO:3006376|ADC-207	ADC-207	3006376	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter pittii	3	0	3	26.48	305	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_067978.1|+|11-1159|ARO:3006403|ADC-234	ADC-234	3006403	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	11.84	136	0.00	*	1149	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_067979.1|+|11-1174|ARO:3006404|ADC-235	ADC-235	3006404	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	3	0	3	14.18	165	0.00	*	1164	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_070226.1|+|101-1252|ARO:3006405|ADC-236	ADC-236	3006405	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	1	0	1	13.11	151	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_071185.1|+|101-1252|ARO:3006408|ADC-239	ADC-239	3006408	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter calcoaceticus/baumannii	19	0	19	29.43	339	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_071187.1|+|101-1252|ARO:3006411|ADC-241	ADC-241	3006411	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	2	0	2	23.00	265	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_071189.1|+|101-1252|ARO:3006413|ADC-243	ADC-243	3006413	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	3	0	3	15.89	183	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_071192.1|+|101-1252|ARO:3006416|ADC-246	ADC-246	3006416	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	3	0	3	13.63	157	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_071193.1|+|101-1252|ARO:3006417|ADC-247	ADC-247	3006417	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	2	0	2	16.32	188	0.00	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
gb|NG_071200.1|+|101-1252|ARO:3006424|ADC-254	ADC-254	3006424	protein homolog model	CARD	CARD curation	no data	no data	Acinetobacter baumannii	172	0	172	64.24	740	16.51	*	1152	ADC beta-lactamases pending classification for carbapenemase activity	cephalosporin	antibiotic inactivation
