assembly_accession	bioproject	biosample	wgs_master	excluded_from_refseq	refseq_category	relation_to_type_material	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	local_filename
GCA_015680685.1	PRJNA339497	SAMN05607108	MNCI00000000.1		representative genome		3381	3381	Gnetum montanum	ecotype=China		latest	Scaffold	Major	Full	2020/11/24	Gmon01	Novogene	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/680/685/GCA_015680685.1_Gmon01	./genbank/GCA_015680685.1_Gmon01_genomic.fna.gz
GCA_003013855.2	PRJNA418360	SAMN08026720	PVNU00000000.2		representative genome		3414	3414	Liriodendron chinense		Lushan-1	latest	Scaffold	Major	Full	2018/10/23	NJFU_Lchi_2.0	Nanjing Forestry University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/013/855/GCA_003013855.2_NJFU_Lchi_2.0	./genbank/GCA_003013855.2_NJFU_Lchi_2.0_genomic.fna.gz
GCA_002908915.1	PRJNA412302	SAMN07709230	NXHZ00000000.1		na		3435	3435	Persea americana	cultivar=Hass		latest	Contig	Major	Full	2018/01/30	Hass1.0	Hainan University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/908/915/GCA_002908915.1_Hass1.0	./genbank/GCA_002908915.1_Hass1.0_genomic.fna.gz
GCA_008087245.1	PRJNA508502	SAMN10785480	SDSS00000000.1		na		3435	3435	Persea americana	cultivar=Hass		latest	Contig	Major	Full	2019/08/26	ASM808724v1	CINVESTAV - Langebio	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/087/245/GCA_008087245.1_ASM808724v1	./genbank/GCA_008087245.1_ASM808724v1_genomic.fna.gz
GCA_018408905.1	PRJNA694184	SAMN17838873	JAGFBQ000000000.1		na		3435	3435	Persea americana	cultivar=Hass	OnMH2019	latest	Contig	Major	Full	2021/05/19	UQ_Hass_1.0	University of Queensland	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/408/905/GCA_018408905.1_UQ_Hass_1.0	./genbank/GCA_018408905.1_UQ_Hass_1.0_genomic.fna.gz
GCA_023638045.1	PRJNA758103	SAMN21007122	JALDXF000000000.1		representative genome		3435	3435	Persea americana	cultivar=Gwen, /ecotype=guatemalensis	Gwen	latest	Scaffold	Major	Full	2022/06/02	Gwen Avocado Scaffolds	University of California, Irvine	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/638/045/GCA_023638045.1_Gwen_Avocado_Scaffolds	./genbank/GCA_023638045.1_Gwen_Avocado_Scaffolds_genomic.fna.gz
GCA_003573695.1	PRJNA435796	SAMN08604995	PUWZ00000000.1		representative genome		3469	3469	Papaver somniferum	cultivar=HN1		latest	Chromosome	Major	Full	2018/09/18	ASM357369v1	Xi'an Jiaotong University	GCF_003573695.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/573/695/GCA_003573695.1_ASM357369v1	./genbank/GCA_003573695.1_ASM357369v1_genomic.fna.gz
GCA_010119955.1	PRJNA508405	SAMN10524692		partial	na		3469	3469	Papaver somniferum	cultivar=Roxanne		latest	Chromosome	Major	Partial	2020/02/04	ASM1011995v1	University of Calgary	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/119/955/GCA_010119955.1_ASM1011995v1	./genbank/GCA_010119955.1_ASM1011995v1_genomic.fna.gz
GCA_010119995.1	PRJNA508405	SAMN10524692			na		3469	3469	Papaver somniferum	cultivar=Roxanne		latest	Chromosome	Major	Full	2020/02/04	ASM1011999v1	University of Calgary	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/119/995/GCA_010119995.1_ASM1011999v1	./genbank/GCA_010119995.1_ASM1011999v1_genomic.fna.gz
GCA_002914805.1	PRJNA272473	SAMN03317003	JXTB00000000.1		representative genome		3476	3476	Parasponia andersonii		WU1-14	latest	Scaffold	Major	Full	2018/02/02	PanWU01x14_asm01	Wageningen University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/914/805/GCA_002914805.1_PanWU01x14_asm01	./genbank/GCA_002914805.1_PanWU01x14_asm01_genomic.fna.gz
GCA_000230575.5	PRJNA73819	SAMN02981385	AGQN00000000.3		na		3483	3483	Cannabis sativa	cultivar=Purple Kush		latest	Chromosome	Minor	Full	2018/11/30	ASM23057v5	University of Toronto	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/575/GCA_000230575.5_ASM23057v5	./genbank/GCA_000230575.5_ASM23057v5_genomic.fna.gz
GCA_001509995.1	PRJNA297710	SAMN04145446	LKUB00000000.1	genome length too small	na		3483	3483	Cannabis sativa	cultivar=Chemdog91		latest	Scaffold	Major	Full	2016/01/11	Chemdog91_175268	Courtage Life Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/509/995/GCA_001509995.1_Chemdog91_175268	./genbank/GCA_001509995.1_Chemdog91_175268_genomic.fna.gz
GCA_001865755.1	PRJNA350523	SAMN05941636	MNPR00000000.1		na		3483	3483	Cannabis sativa	cultivar=Cannatonic		latest	Contig	Major	Full	2016/11/03	ASM186575v1	Phylos Bioscience	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/865/755/GCA_001865755.1_ASM186575v1	./genbank/GCA_001865755.1_ASM186575v1_genomic.fna.gz
GCA_002090435.1	PRJNA378470	SAMN06546749	MXBD00000000.1		na		3483	3483	Cannabis sativa	cultivar=Pineapple Banana Bubba Kush		latest	Contig	Major	Full	2017/04/13	ASM209043v1	Steep Hill Genetics / U. Colorado Cannabis Genomic Research Initiative	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/090/435/GCA_002090435.1_ASM209043v1	./genbank/GCA_002090435.1_ASM209043v1_genomic.fna.gz
GCA_003417725.2	PRJNA73819	SAMN09375800	QKVJ00000000.2		na		3483	3483	Cannabis sativa	cultivar=Finola		latest	Chromosome	Major	Full	2018/11/26	ASM341772v2	University of Toronto	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/417/725/GCA_003417725.2_ASM341772v2	./genbank/GCA_003417725.2_ASM341772v2_genomic.fna.gz
GCA_003660325.2	PRJNA486541	SAMN09851581	QVPT00000000.2		na		3483	3483	Cannabis sativa	cultivar=Jamaican Lion DASH		latest	Contig	Major	Full	2019/02/11	Oct15_3.7Mb_N50_Jamaican_Lion_Assembly	The DASH DAO	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/660/325/GCA_003660325.2_Oct15_3.7Mb_N50_Jamaican_Lion_Assembly	./genbank/GCA_003660325.2_Oct15_3.7Mb_N50_Jamaican_Lion_Assembly_genomic.fna.gz
GCA_012923435.1	PRJNA575581	SAMN12904853	JAATIP000000000.1		na		3483	3483	Cannabis sativa	cultivar=Jamaican Lion ^4, /ecotype=Type II	Mother	latest	Contig	Major	Full	2020/04/28	JL_Mother	Medicinal Genomics	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/923/435/GCA_012923435.1_JL_Mother	./genbank/GCA_012923435.1_JL_Mother_genomic.fna.gz
GCA_013030025.1	PRJNA575581	SAMN13941723	JAATIQ000000000.1		na		3483	3483	Cannabis sativa	cultivar=Jamaican Lion ^4, /ecotype=Type II	Father	latest	Contig	Major	Full	2020/04/28	JL_Father	Medicinal Genomics	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/030/025/GCA_013030025.1_JL_Father	./genbank/GCA_013030025.1_JL_Father_genomic.fna.gz
GCA_013030365.1	PRJNA562042	SAMN12606152	WRXK00000000.1		na		3483	3483	Cannabis sativa		JL	latest	Chromosome	Major	Full	2020/05/12	ASM1303036v1	Ministry of Public Security	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/030/365/GCA_013030365.1_ASM1303036v1	./genbank/GCA_013030365.1_ASM1303036v1_genomic.fna.gz
GCA_016165845.1	PRJNA667278	SAMN16364704	JADEVU000000000.1		na		3483	3483	Cannabis sativa	cultivar=Cannbio-2		latest	Chromosome	Major	Full	2020/12/22	Cannbio-2	DJPR	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/165/845/GCA_016165845.1_Cannbio-2	./genbank/GCA_016165845.1_Cannbio-2_genomic.fna.gz
GCA_016415525.1	PRJNA575581	SAMN13941724	JAATIR000000000.1		na		3483	3483	Cannabis sativa	cultivar=Jamaican Lion ^4, /ecotype=Type III	JL5	latest	Contig	Major	Full	2020/04/28	JL5	Medicinal Genomics	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/415/525/GCA_016415525.1_JL5	./genbank/GCA_016415525.1_JL5_genomic.fna.gz
GCA_900626175.2	PRJEB29284	SAMEA5040675	UZAU00000000.1		representative genome		3483	3483	Cannabis sativa			latest	Chromosome	Major	Full	2019/02/14	cs10	HARVARD OEB	GCF_900626175.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/626/175/GCA_900626175.2_cs10	./genbank/GCA_900626175.2_cs10_genomic.fna.gz
GCA_023660075.1	PRJNA562558	SAMN26681078	JALDWI000000000.1		representative genome		3486	3486	Humulus lupulus	cultivar=Cascade		latest	Contig	Major	Full	2022/06/07	OSU_HLup_v1	Oregon State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/660/075/GCA_023660075.1_OSU_HLup_v1	./genbank/GCA_023660075.1_OSU_HLup_v1_genomic.fna.gz
GCA_020010975.1	PRJNA686208	SAMN19471525	JAIQDR000000000.1		representative genome		3489	3489	Artocarpus heterophyllus		BSMRAU-Jackfruit-1	latest	Scaffold	Major	Full	2021/09/16	BSMRAU-JF-1	Bangabandhu Sheikh Mujibur Rahman Agricultural University (BSMRAU)	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/010/975/GCA_020010975.1_BSMRAU-JF-1	./genbank/GCA_020010975.1_BSMRAU-JF-1_genomic.fna.gz
GCA_002002945.1	PRJDB4615	SAMD00051603	BDEM00000000.1		na		3494	3494	Ficus carica	cultivar=Horaishi		latest	Scaffold	Major	Full	2017/01/27	F.carica_assembly01	Fruit Tree Team, Fukuoka Agriculture and Forestry Research Center	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/002/945/GCA_002002945.1_F.carica_assembly01	./genbank/GCA_002002945.1_F.carica_assembly01_genomic.fna.gz
GCA_009761775.1	PRJNA565858	SAMN12770241	VYVB00000000.1		representative genome		3494	3494	Ficus carica	cultivar=Dottato	GU2019	latest	Chromosome	Major	Full	2019/12/18	UNIPI_FiCari_1.0	University of Pisa	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/761/775/GCA_009761775.1_UNIPI_FiCari_1.0	./genbank/GCA_009761775.1_UNIPI_FiCari_1.0_genomic.fna.gz
GCA_009932135.1	PRJDB7137	SAMD00128848	BHDU00000000.1		na		3498	3498	Morus alba	cultivar=Kairyonezumigaeshi		latest	Scaffold	Major	Full	2020/01/03	ASM993213v1	Division of Gene Research, Research Center for Human and Environmental Science, Shinshu University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/932/135/GCA_009932135.1_ASM993213v1	./genbank/GCA_009932135.1_ASM993213v1_genomic.fna.gz
GCA_012066045.3	PRJNA597121	SAMN13663887	JABXEQ000000000.1		representative genome		3498	3498	Morus alba	cultivar=Heyebai		latest	Chromosome	Minor	Full	2020/10/29	ASM1206604v3	Northwest A&F University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/066/045/GCA_012066045.3_ASM1206604v3	./genbank/GCA_012066045.3_ASM1206604v3_genomic.fna.gz
GCA_900184695.1	PRJEB14544	SAMEA104091830	FXXK00000000.1		representative genome		3505	3505	Betula pendula			latest	Scaffold	Major	Full	2017/05/26	Bpev01	DNA SEQUENCING AND GENOMICS LABORATORY, INSTITUTE OF BIOTECHNOLOGY, UNIVERSITY OF HELSINKI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/184/695/GCA_900184695.1_Bpev01	./genbank/GCA_900184695.1_Bpev01_genomic.fna.gz
GCA_003254965.1	PRJNA374770	SAMN08442478	QAOD00000000.1		representative genome		3517	3517	Alnus glutinosa		NF-2018-1	latest	Scaffold	Major	Full	2018/06/19	ASM325496v1	BGI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/254/965/GCA_003254965.1_ASM325496v1	./genbank/GCA_003254965.1_ASM325496v1_genomic.fna.gz
GCA_003255045.1	PRJNA374770	SAMN08442480	QAOB00000000.1		representative genome		3522	3522	Casuarina glauca		NF-2018-3	latest	Scaffold	Major	Full	2018/06/19	ASM325504v1	BGI	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/255/045/GCA_003255045.1_ASM325504v1	./genbank/GCA_003255045.1_ASM325504v1_genomic.fna.gz
GCA_000397105.1	PRJNA176558	SAMN02262047	ARYA00000000.1		na		3555	161934	Beta vulgaris subsp. vulgaris	cultivar=KDH13		latest	Scaffold	Major	Full	2013/05/17	BvvSeq-1	NWISRL-ARS-USDA	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/397/105/GCA_000397105.1_BvvSeq-1	./genbank/GCA_000397105.1_BvvSeq-1_genomic.fna.gz
GCA_000510365.1	PRJNA41497	SAMN02182561	AYZT00000000.1		na		3555	161934	Beta vulgaris subsp. vulgaris	cultivar=KWS_DH1440		latest	Scaffold	Major	Full	2013/12/18	KDHBv-1.0.1	BeetSeq	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/365/GCA_000510365.1_KDHBv-1.0.1	./genbank/GCA_000510365.1_KDHBv-1.0.1_genomic.fna.gz
GCA_000510465.1	PRJNA41497	SAMN02182563	AYZU00000000.1		na		3555	161934	Beta vulgaris subsp. vulgaris	cultivar=STR06A6001		latest	Scaffold	Major	Full	2013/12/18	UMSBv-1.0.1	BeetSeq	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/465/GCA_000510465.1_UMSBv-1.0.1	./genbank/GCA_000510465.1_UMSBv-1.0.1_genomic.fna.gz
GCA_000510485.1	PRJNA41497	SAMN02182569	AYZW00000000.1		na		3555	161934	Beta vulgaris subsp. vulgaris	cultivar=SynMono DH		latest	Scaffold	Major	Full	2013/12/18	YMoBv-1.0.1	BeetSeq	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/485/GCA_000510485.1_YMoBv-1.0.1	./genbank/GCA_000510485.1_YMoBv-1.0.1_genomic.fna.gz
GCA_000510875.1	PRJNA41497	SAMN02182567	AYZX00000000.1		na		3555	161934	Beta vulgaris subsp. vulgaris	cultivar=SynTilling DH		latest	Scaffold	Major	Full	2013/12/18	YTiBv-1.0.1	BeetSeq	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/875/GCA_000510875.1_YTiBv-1.0.1	./genbank/GCA_000510875.1_YTiBv-1.0.1_genomic.fna.gz
GCA_000510975.1	PRJNA41497	SAMN02182557	AYZY00000000.1		na		3555	161934	Beta vulgaris subsp. vulgaris	cultivar=KWS2320		latest	Chromosome	Major	Full	2013/12/19	RefBeet-1.1.1	Beta vulgaris resource	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/975/GCA_000510975.1_RefBeet-1.1.1	./genbank/GCA_000510975.1_RefBeet-1.1.1_genomic.fna.gz
GCA_000511025.2	PRJNA41497	SAMN02182557	AYZS00000000.2	superseded by newer assembly for species	na		3555	161934	Beta vulgaris subsp. vulgaris			latest	Chromosome	Major	Full	2015/07/07	RefBeet-1.2.2	Beta vulgaris resource	GCF_000511025.2	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/511/025/GCA_000511025.2_RefBeet-1.2.2	./genbank/GCA_000511025.2_RefBeet-1.2.2_genomic.fna.gz
GCA_000729925.1	PRJNA241492	SAMN02690742	JMBQ00000000.1	genome length too small	na		3555	161934	Beta vulgaris subsp. vulgaris	cultivar=bolting resistant "O type" sugar beet line (F4.1016)		latest	Contig	Major	Full	2014/07/16	BvulgarisC0t1.0	LBLGC, UNIVERSITE D'ORLEANS	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/729/925/GCA_000729925.1_BvulgarisC0t1.0	./genbank/GCA_000729925.1_BvulgarisC0t1.0_genomic.fna.gz
GCA_002917755.1	PRJNA413079	SAMN07736104	PCNB00000000.1		representative genome		3555	161934	Beta vulgaris subsp. vulgaris	cultivar=EL10		latest	Chromosome	Major	Full	2018/02/06	EL10_1.0	USDA-ARS	GCF_002917755.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/917/755/GCA_002917755.1_EL10_1.0	./genbank/GCA_002917755.1_EL10_1.0_genomic.fna.gz
GCA_000510995.2	PRJNA41497	SAMN02182572	AYZV00000000.2		na		3562	3562	Spinacia oleracea	cultivar=SynViroflay		latest	Scaffold	Major	Full	2015/07/22	Spinach-1.0.3	Beta vulgaris resource	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/510/995/GCA_000510995.2_Spinach-1.0.3	./genbank/GCA_000510995.2_Spinach-1.0.3_genomic.fna.gz
GCA_002007265.1	PRJNA325593	SAMN05242642	LZYP00000000.1		representative genome		3562	3562	Spinacia oleracea	cultivar=Sp75		latest	Scaffold	Major	Full	2017/02/27	ASM200726v1	Cornell University	GCF_002007265.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/007/265/GCA_002007265.1_ASM200726v1	./genbank/GCA_002007265.1_ASM200726v1_genomic.fna.gz
GCA_019972175.1	PRJDB10697	SAMD00253354	BOUE00000000.1		na		3562	3562	Spinacia oleracea	strain=03-009		latest	Scaffold	Major	Full	2021/08/06	SOL_r1.1	Kazusa DNA Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/972/175/GCA_019972175.1_SOL_r1.1	./genbank/GCA_019972175.1_SOL_r1.1_genomic.fna.gz
GCA_020520425.1	PRJNA598728	SAMN13714978	WWFT00000000.1		na		3562	3562	Spinacia oleracea	cultivar=Varoflay		latest	Chromosome	Major	Full	2021/10/20	BTI_SOV_V1	Cornell University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/520/425/GCA_020520425.1_BTI_SOV_V1	./genbank/GCA_020520425.1_BTI_SOV_V1_genomic.fna.gz
GCA_000512335.1	PRJDB1491	SAMD00012316	BAUD00000000.1		na		3570	3570	Dianthus caryophyllus	cultivar=Francesco		latest	Scaffold	Major	Full	2013/12/19	DCA_r1.0	Kazusa DNA Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/512/335/GCA_000512335.1_DCA_r1.0	./genbank/GCA_000512335.1_DCA_r1.0_genomic.fna.gz
GCA_023091065.1	PRJNA796118	SAMN26884421	JALGRB000000000.1		representative genome		3570	3570	Dianthus caryophyllus	cultivar=Scarlet Queen		latest	Chromosome	Major	Full	2022/05/12	ASM2309106v1	Huazhong Agriculture University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/091/065/GCA_023091065.1_ASM2309106v1	./genbank/GCA_023091065.1_ASM2309106v1_genomic.fna.gz
GCA_001562795.1	PRJNA302606	SAMN04276630	LOML00000000.1		representative genome		3605	3605	Vitis aestivalis	cultivar=Norton		latest	Contig	Major	Full	2016/02/17	VitisNorton_MSU1.0	Missouri State University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/562/795/GCA_001562795.1_VitisNorton_MSU1.0	./genbank/GCA_001562795.1_VitisNorton_MSU1.0_genomic.fna.gz
GCA_001661195.1	PRJDB4232	SAMD00041197	BCYN00000000.1		na		3617	3617	Fagopyrum esculentum	strain=BC1F6		latest	Scaffold	Major	Full	2016/06/07	FES_r1.0	Kazusa DNA Research Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/661/195/GCA_001661195.1_FES_r1.0	./genbank/GCA_001661195.1_FES_r1.0_genomic.fna.gz
GCA_004303065.2	PRJNA487881	SAMN09913966	QWEW00000000.2		representative genome		3617	3617	Fagopyrum esculentum	cultivar=Dasha		latest	Scaffold	Major	Full	2020/12/29	Fesc_Illumina_backbone_Pacbio_gap_closing	The Institute for Information Transmission Problems of the Russian Academy of Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/303/065/GCA_004303065.2_Fesc_Illumina_backbone_Pacbio_gap_closing	./genbank/GCA_004303065.2_Fesc_Illumina_backbone_Pacbio_gap_closing_genomic.fna.gz
GCA_000467755.1	PRJNA187206	SAMN02981505	AONS00000000.1		na		3625	3625	Actinidia chinensis	cultivar=Hongyang		latest	Contig	Major	Full	2013/09/16	Kiwifruit_v1	Boyce Thompson Institute	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/467/755/GCA_000467755.1_Kiwifruit_v1	./genbank/GCA_000467755.1_Kiwifruit_v1_genomic.fna.gz
GCA_009663005.1	PRJNA549770	SAMN12097858	VIGQ00000000.1		representative genome		3625	3625	Actinidia chinensis	cultivar=Hongyang		latest	Chromosome	Major	Full	2019/11/14	ASM966300v1	Sichuan University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/663/005/GCA_009663005.1_ASM966300v1	./genbank/GCA_009663005.1_ASM966300v1_genomic.fna.gz
GCA_024454175.1	PRJNA850524	SAMN29182974	JAMWYR000000000.1		representative genome		3627	3627	Actinidia deliciosa		284548	latest	Chromosome	Major	Full	2022/08/01	ASM2445417v1	Sichuan Agricultural University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/454/175/GCA_024454175.1_ASM2445417v1	./genbank/GCA_024454175.1_ASM2445417v1_genomic.fna.gz
GCA_001856525.1	PRJNA219156	SAMN03433309	AXCG00000000.1		na		3634	3634	Gossypium barbadense	cultivar=3-79		latest	Scaffold	Major	Full	2016/11/03	GbV1.0	Huazhong Agricultural University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/856/525/GCA_001856525.1_GbV1.0	./genbank/GCA_001856525.1_GbV1.0_genomic.fna.gz
GCA_002926015.1	PRJNA251673	SAMN02800869	LAGB00000000.1	genome length too small	na		3634	3634	Gossypium barbadense	cultivar=Xinhai21		latest	Scaffold	Major	Full	2018/02/13	ASM292601v1	Gossypium barbadense cv. Xinhai21 genome sequencing consortium and Esquel Group	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/926/015/GCA_002926015.1_ASM292601v1	./genbank/GCA_002926015.1_ASM292601v1_genomic.fna.gz
GCA_002928715.1	PRJNA251673	SAMN02800869	LAGA00000000.1		na		3634	3634	Gossypium barbadense	cultivar=Xinhai21		latest	Scaffold	Major	Full	2018/02/13	ASM292871v1	Gossypium barbadense cv. Xinhai21 genome sequencing consortium and Esquel Group	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/928/715/GCA_002928715.1_ASM292871v1	./genbank/GCA_002928715.1_ASM292871v1_genomic.fna.gz
GCA_008761655.1	PRJNA516411	SAMN10992405	VKDL00000000.1		na		3634	3634	Gossypium barbadense		1400233.01	latest	Chromosome	Major	Full	2019/10/08	Gossypium_barbadense_v1.1	HudsonAlpha Genome Sequencing Center	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/761/655/GCA_008761655.1_Gossypium_barbadense_v1.1	./genbank/GCA_008761655.1_Gossypium_barbadense_v1.1_genomic.fna.gz
GCA_018997955.1	PRJNA680449	SAMN16880046	JAHMMW000000000.1		representative genome		3634	3634	Gossypium barbadense	cultivar=Pima90		latest	Chromosome	Major	Full	2021/06/24	ASM1899795v1	Hebei Agricultural University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/997/955/GCA_018997955.1_ASM1899795v1	./genbank/GCA_018997955.1_ASM1899795v1_genomic.fna.gz
GCA_000987745.1	PRJNA259930	SAMN03342414	LBLM00000000.1	superseded by newer assembly for species	na		3635	3635	Gossypium hirsutum	cultivar=TM-1		latest	Chromosome	Major	Full	2015/05/05	ASM98774v1	BGI-shenzhen	GCF_000987745.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/987/745/GCA_000987745.1_ASM98774v1	./genbank/GCA_000987745.1_ASM98774v1_genomic.fna.gz
GCA_002504345.1	PRJNA411996	SAMN07692727		partial	na		3635	3635	Gossypium hirsutum	cultivar=TM1		latest	Chromosome	Major	Partial	2017/10/10	ASM250434v1	Clemson University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/504/345/GCA_002504345.1_ASM250434v1	./genbank/GCA_002504345.1_ASM250434v1_genomic.fna.gz
GCA_006980745.1	PRJNA503326	SAMN10345425	VCQY00000000.1		na		3635	3635	Gossypium hirsutum	cultivar=TM1		latest	Chromosome	Major	Full	2019/07/29	ASM698074v1	Chinese Academy of Agricultural Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/980/745/GCA_006980745.1_ASM698074v1	./genbank/GCA_006980745.1_ASM698074v1_genomic.fna.gz
GCA_006980775.1	PRJNA503326	SAMN10345424	VCQX00000000.1		na		3635	3635	Gossypium hirsutum	cultivar=ZM24		latest	Chromosome	Major	Full	2019/07/29	ASM698077v1	Chinese Academy of Agricultural Sciences	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/980/775/GCA_006980775.1_ASM698077v1	./genbank/GCA_006980775.1_ASM698077v1_genomic.fna.gz
GCA_007990345.1	PRJNA515894	SAMN11351207	VKGJ00000000.1		representative genome		3635	3635	Gossypium hirsutum		1008001.06	latest	Chromosome	Major	Full	2021/02/25	Gossypium_hirsutum_v2.1	HudsonAlpha Genome Sequencing Center	GCF_007990345.1	different	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/990/345/GCA_007990345.1_Gossypium_hirsutum_v2.1	./genbank/GCA_007990345.1_Gossypium_hirsutum_v2.1_genomic.fna.gz
GCA_018997965.1	PRJNA680449	SAMN16880047	JAHMMX000000000.1		na		3635	3635	Gossypium hirsutum	cultivar=NDM8		latest	Chromosome	Major	Full	2021/06/24	ASM1899796v1	Hebei Agricultural University	na	na	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/997/965/GCA_018997965.1_ASM1899796v1	./genbank/GCA_018997965.1_ASM1899796v1_genomic.fna.gz
